title,price,status,brand,shortDescription,processorBrand,processorModel,displaySize,ram,ramType,storageCapacity
"Lenovo IdeaPad Flex 5 14IAU7 Core i7 12th Gen 14"" WUXGA Touch Laptop","150,000৳",In Stock,Lenovo,"['MPN: 82R700J8IN', 'Model: IdeaPad Flex 5 14IAU7', 'Processor: Intel Core i7-1255U (12M Cache, 3.5 GHz up to 4.7 GHz)', 'Ram: 16GB LPDDR4x-4266, Storage: 512GB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) IPS', 'Features: Backlit Keyboard, Fingerprint, Touch, Privacy Shutter']",Intel,Core i7-1255U,14-Inch,16GB (On-Board),LPDDR4x,512GB
Apple MacBook Pro 13.3-Inch Retina Display M2 Chip 8GB RAM 256GB SSD Silver (MNEP3),"152,000৳160,000৳",In Stock,Apple,"['MPN: MNEP3', 'Model: MacBook Pro 13.3-Inch', 'Processor: Apple M2 chip, 8-core CPU with 4 performance & 4 efficiency cores', 'RAM: 8GB , Storage: 256GB SSD', 'Display: 13.3-inch (diagonal) LED-backlit display with IPS technology', 'Features: Magic Keyboard and the Touch Bar']",Intel,Core i7-1255U,14-Inch,16GB (On-Board),LPDDR4x,512GB
"ASUS TUF Gaming A15 FA507RE Ryzen 7 6800H RTX 3050 Ti 4GB Graphics 15.6"" FHD Jaeger Gray Gaming Laptop","143,000৳153,900৳",In Stock,Asus,"['MPN: HF075W', 'Model: TUF Gaming A15 FA507RE', 'Processor: AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)', 'RAM: 16GB DDR5, Storage: 512GB SSD', 'Graphics: RTX 3050 Ti 4GB', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 7 6800H,15.6-inch,16GB,DDR5,512GB
"ASUS Vivobook Pro 15 M3500QC Ryzen 9 5900HX RTX 3050 4GB Graphics 15.6"" FHD Laptop","150,500৳154,000৳",In Stock,Asus,"['MPN: KJ371W/KJ433W', 'Model: Vivobook Pro 15 M3500QC', 'Processor: AMD Ryzen 9 5900HX (16MB L3 Cache, 3.3GHz up to 4.6GHz)', 'RAM: 16GB DDR4, Storage: 512GB SSD', 'Graphics: GeForce RTX 3050 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 9 5900HX,"15.6""",16GB,DDR4,512GB
"Lenovo IdeaPad Slim 5i Core i7 12th Gen MX550 2GB Graphics 15.6"" FHD Military Grade Laptop","155,000৳",In Stock,Lenovo,"['MPN: 82SF00F7LK', 'Model: IdeaPad Slim 5i', 'Processor: Intel Core i7-1255U (12M Cache, up to 4.70 GHz)', 'RAM: 16GB RAM, Storage: 512GB SSD', 'Graphics: NVIDIA GeForce MX550 2GB GDDR6', 'Features: Fingerprint Reader, Type-C']",Intel,Core i7-1255U,15.6 Inch,16GB,DDR4,512GB M.2 NVME SSD
"Lenovo IdeaPad Gaming 3i Core i7 12th Gen RTX 3050 4GB Graphics 16"" 2K WUXGA Laptop","156,000৳",In Stock,Lenovo,"['MPN: 82SA00AYIN', 'Model: IdeaPad Gaming 3i', 'Processor: Intel Core i7-12650H (24M Cache, 2.3 Ghz up to 4.70 GHz)', 'RAM: 16GB DDR4 3200MHz, Storage: 512GB NVMe SSD', 'Graphics: RTX 3050 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-12650H,"16""",16GB (2 x 8GB),DDR4,512GB
"Acer Predator Helios Neo 16 PHN16-71 Core i5 13th Gen RTX 4050 6GB Graphics 16"" 165Hz Gaming Laptop","156,000৳",In Stock,Acer,"['MPN: NH.QLTSI.004', 'Model: Predator Helios Neo 16 PHN16-71', 'Processor: Intel Core i5 13500HX 13th Gen', 'RAM: 16GB DDR5, Storage: 512GB SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Intel Core i5 13500HX,16 Inch,16GB 4800MHz,DDR5,512GB
"Asus ZenBook 14X OLED UX5401EA Core i7 11th Gen 14"" 2.8K OLED Touch Laptop","157,000৳",In Stock,Asus,"['MPN: KN135W', 'Model: ZenBook 14X OLED UX5401EA', 'Processor: Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz, with IPU)', 'RAM: 16GB, Storage: 512GB SSD', 'Display: 14.0"" 2.8K (2880 x 1800) OLED Touch', 'Features: Backlit Keyboard, Fingerprint sensor, Type-C']",Intel,Core i7-1165G7,14.0 Inch,16GB (Onboard),LPDDR4X,512GB
"MSI Katana 15 B13VEK Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","157,500৳",In Stock,MSI,"['Model: Katana 15 B13VEK', 'Processor: Intel Core i7-13620H (24M Cache, 2.4 GHz up to 4.90 GHz)', 'RAM: 16GB (8x2) DDR5, Storage: 1TB SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: RGB Backlit Keyboard, Type-C']",Intel,Core i7-13620H,15.6 inch,16GB (8GBx2),DDR5,1TB
"Asus TUF Dash F15 FX517ZE Core i5 12th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD WV Gaming Laptop","159,000৳",In Stock,Asus,"['MPN: FX517ZE-HF143W', 'Model: TUF Dash F15 FX517ZE', 'Processor: Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)', 'RAM: 16GB DDR5 4800MHz, Storage: 512GB SSD', 'Graphics: Nvidia RTX 3050 Ti 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i5-12450H,15.6 Inch,16GB (2 x 8GB),DDR5,512GB
"ASUS Zenbook 14 Flip OLED UP3404VA-KN109WS Core i5 13th Gen 14"" OLED 2.8K Touch Laptop","159,000৳",In Stock,Asus,"['MPN: 90NB10E3-M006A0', 'Model: UP3404VA-KN109WS', 'Processor: Intel Core i5-1340P (1.9 GHz Up to 4.6 GHz)', 'RAM: 16GB LPDDR5, Storage: 512GB SSD', 'Display: 14"" 2.8K (2880 x 1800) OLED', 'Features: Backlit Keyboard, Type-C, Touch']",Intel,Intel Core i5-1340P,14 Inch,16GB,LPDDR5,512GB
"Lenovo IdeaPad Flex 5 14IRU8 Core i7 13th Gen 1TB SSD 14"" WUXGA Touch Laptop","165,000৳",In Stock,Lenovo,"['MPN: 82Y0007GLK', 'Model: IdeaPad Flex 5 14IRU8', 'Processor: Intel Core i7-1355U (12M Cache, 3.7 GHz up to 5.0 GHz)', 'Ram: 16GB LPDDR4x-4266, Storage: 1TB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) IPS', 'Features: Backlit Keyboard, Fingerprint, Touch, Privacy Shutter']",Intel,Core i7-1355U,14-Inch,16GB (On-Board),LPDDR4x,1TB
"Lenovo IdeaPad Flex 5 14IRU8 Core i7 13th Gen 14"" WUXGA Touch Laptop","160,000৳",In Stock,Lenovo,"['MPN: 82Y00064LK', 'Model: IdeaPad Flex 5 14IRU8', 'Processor: Intel Core i7-1355U (12M Cache, 3.7 GHz up to 5.0 GHz)', 'Ram: 16GB LPDDR4x-4266, Storage: 512GB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) IPS', 'Features: Backlit Keyboard, Fingerprint, Touch, Privacy Shutter']",Intel,Core i7-1355U,14-Inch,16GB (On-Board),LPDDR4x,512GB
"ASUS Vivobook Pro 15 OLED M3500QC Ryzen 9 5900HX RTX 3050 4GB Graphics 15.6"" FHD Laptop","162,000৳",In Stock,Asus,"['MPN: L1179T', 'Model: Vivobook Pro 15 OLED M3500QC', 'AMD Ryzen 9 5900HX Processor(16M Cache, 3.30GHz up to 4.60GHz)', '16GB DDR4 RAM', '512GB M.2 NVMe PCIe 3.0 SSD', 'NVIDIA GeForce RTX 3050 4GB Graphics']",Intel,Core i7-1355U,14-Inch,16GB (On-Board),LPDDR4x,512GB
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MQKW3LL/A,"162,000৳",In Stock,Apple,"['MPN: MQKW3LL/A', 'Model: MacBook Air 15-Inch', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 256GB SSD', 'Display: 15.3"" Liquid Retina display (2880 x 1864)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,15.3-inch,8GB,Unified memory,256GB
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Starlight #MLY13LL/A / MLY13ZP/A,"163,000৳",In Stock,Apple,"['MPN: MLY13LL/A / MLY13ZP/A', 'Model: MacBook Air (2022) M2 Chip Model', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 256GB SSD', 'Display: 13.6"" Liquid Retina display (2560 x 1664)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,13.6-inch,8GB,Unified memory,256GB
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MLXW3LL/A / MLXW3ZP/A,"152,000৳160,000৳",In Stock,Apple,"['MPN: MLXW3LL/A / MLXW3ZP/A', 'Model: MacBook Air (2022) M2 Chip Model', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 256GB SSD', 'Display: 13.6"" Liquid Retina display (2560 x 1664)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,13.6-inch,8GB,Unified memory,256GB
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Midnight #MLY33LL/A / MLY33ZP/A,"152,000৳160,000৳",In Stock,Apple,"['MPN: MLY33LL/A / MLY33ZP/A', 'Model: MacBook Air (2022) M2 Chip Model', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 256GB SSD', 'Display: 13.6"" Liquid Retina display (2560 x 1664)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,13.6-inch,8GB,Unified memory,256GB
"Lenovo Yoga Slim 6 14IRH8 Core i7 13th Gen 14"" WUXGA OLED Military Grade Laptop","165,000৳",In Stock,Lenovo,"['MPN: 83E0001FLK', 'Model: Yoga Slim 6 14IRH8', 'Processor: Intel Core i7-13700H (24M Cache, 3.7 GHz up to 5.0 GHz)', 'Ram: 16GB LPDDR5x-5200, Storage: 512GB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) OLED', 'Features: Backlit Keyboard, Privacy Shutter, Type-C Charging']",Intel,Core i7-13700H,14-Inch,16GB (On-Board),LPDDR5x,512GB
"ASUS VivoBook 16X K3605ZF-MX148W Core i7 12th Gen 16"" OLED Laptop","167,000৳",In Stock,Asus,"['MPN: 90NB11E1-M005S0', 'Model: K3605ZF-MX148W', 'Processor: Intel Core i7-12650H (Up to 4.70 GHz)', 'RAM: 16GB DDR4, Storage: 512GB SSD', 'Graphics: Nvidia RTX 2050 Graphics 4GB', 'Features: Backlit Keyboard, Fingerprint, Type-C']",Intel,Intel Core i7-12650H,16 Inch,16GB,DDR4,512GB
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Silver,"162,000৳",In Stock,Apple,"['Model: MacBook Air 15-Inch', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 256GB SSD', 'Display: 15.3"" Liquid Retina display (2880 x 1864)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,15.3-inch,8GB,Unified memory,256GB
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 256GB SSD Starlight #MQKU3LL/A,"162,000৳",In Stock,Apple,"['MPN: MQKU3LL/A', 'Model: MacBook Air 15-Inch', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 256GB SSD', 'Display: 15.3"" Liquid Retina display (2880 x 1864)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,15.3-inch,8GB,Unified memory,256GB
"ASUS TUF A16 Advantage Edition Ryzen 7 7735HS 16GB RAM 512GB SSD 16"" QHD+ WQXGA Gaming Laptop","150,000৳",In Stock,Asus,"['MPN: FA617NS-N4088W', 'Model: TUF Gaming A16 Advantage Edition', 'Processor: AMD Ryzen 7 7735HS (3.2GHz up to 4.75GHz, 8 cores)', 'RAM: 16GB DDR5, Storage: 512GB SSD', 'Graphics: AMD Radeon RX 7600S 8GB GDDR6', 'Features: QHD+, 240Hz Display, Backlit Keyboard']",AMD,Ryzen 7 7735HS,16 Inch,16GB,DDR5,512GB SSD
"Asus TUF Gaming A15 FA507XU Ryzen 9 7940HS RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","169,900৳",In Stock,Asus,"['MPN: FA507XU-LP019W', 'Model: TUF Gaming A15 FA507XU', 'Processor: AMD Ryzen 9 7940HS (16M Cache, Up to 5.2GHz)', 'RAM: 8GB DDR5 4800MHz , Storage: 512GB SSD', 'Graphics: NVIDIA GeForce RTX 4050 6GB GDDR6', 'Features: Backlit Chiclet Keyboard 1-Zone RGB Keyboard']",AMD,Ryzen 9 7940HS,15.6-inch,8GB,DDR5,512GB
"Asus TUF Gaming A15 FA506QM Ryzen 7 5800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop","149,000৳",In Stock,Asus,"['MPN: FA506QM-HN147W', 'Model: TUF Gaming A15 FA506QM', 'Processor: AMD Ryzen 7 5800H (16M Cache, 3.2 GHz up to 4.4 GHz)', 'RAM: 16GB DDR4 3200MHz , Storage: 512GB SSD', 'Graphics: NVIDIA RTX3060 6GB', 'Features: Backlit Chiclet Keyboard 1-Zone RGB Keyboard']",AMD,Ryzen 7 5800H,15.6-inch,16GB (2 x 8GB Removable),DDR4,512GB
"ASUS ZenBook Duo 14 UX482EA Core i7 11th Gen 14"" FHD Touch Laptop","174,000৳",In Stock,Asus,"['MPN: HY400W', 'Model: ZenBook Duo 14 UX482EA', 'Processor: Intel Core i7-1165G7 (12M Cache, 2.80 GHz up to 4.70 GHz)', 'RAM: 16GB LPDDR4X, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080) IPS', 'Features: Backlit Keyboard, Dual Display, Type-C']",Intel,Core i7-1165G7,14.0-inch,16GB,LPDDR4X,512GB
"Asus Vivobook Pro 16X OLED M7600QE Ryzen 7 5800H RTX 3050Ti 4GB Graphics 16"" 4K Gaming Laptop","169,000৳174,000৳",In Stock,Asus,"['MPN: L2061T', 'Model: Vivobook Pro 16X OLED M7600QE', 'Processor: AMD Ryzen 7 5800H (8-core, 16-thread, 20MB cache, up to 4.4 GHz)', 'RAM: 16GB DDR4 Storage: 512GB M.2 NVMe PCIe 3.0 SSD', 'Graphics: NVIDIA GeForce RTX 3050Ti 4GB GDDR6', 'Features: Backlit Keyboard, Fingerprint, Type-C']",AMD,Ryzen 7 5800H,16.0-inch,16GB (On Board),DDR4,512GB
"Lenovo LOQ 15IRH8 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","174,000৳",In Stock,Lenovo,"['MPN: 82XV00L1LK', 'Model: LOQ 15IRH8', 'Processor: Intel Core i7-13620H (24M Cache, 3.6 GHz up to 4.9 GHz)', 'Ram: 16GB DDR5-5200, Storage: 512GB M.2 PCIe 4.0x4 NVMe SSD', 'Graphics: NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz', 'Features: White Backlit, Type-C, E-Shutter, AI Chip, G-SYNC']",Intel,Core i7-13620H,15.6-inch,16GB (2x 8GB),DDR5,512GB
"Thunderobot 911X Core i5 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 165Hz Gaming Laptop","129,900৳174,900৳",In Stock,Thunderobot,"['Model: 911X', 'Processor: Intel Core i5-13500H (18M Cache, 3.40 GHz, up to 4.70 GHz)', 'RAM: 16GB DDR4 3200MHz, Storage: 512GB SSD', 'Graphics: NVIDIA GeForce RTX 4060 8GB GDDR6', 'Features: Backlit Keyboard, 165Hz, Type-C']",Intel,Core i5-13500H,15.6-inch,16GB,DDR4,512GB
"MSI Cyborg 15 AI A1VEK Intel Core Ultra 7 RTX 4050 6GB GDDR6 15.6"" FHD Gaming Laptop","174,900৳",In Stock,MSI,"['MPN: A1VEK-041BD-TBU7155H16GXXDX11EMH', 'Model: Cyborg 15 AI A1VEK', 'Processor: Intel Core Ultra 7 155H (16 Core, 3.0 GHz up to 4.8 GHz)', 'RAM: 16GB DDR5 5600MHz, Storage: 512GB NVMe PCIe Gen4 SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: 4-Zone RGB Gaming Keyboard, 2x 2W Speaker']",Intel,Intel Core Ultra 7 155H,15.6 inch,16GB,DDR5,512GB
"Lenovo IdeaPad Pro 5 16IRH8 Core i7 13th Gen RTX 3050 6GB Graphics 16"" 2.5K 120Hz Military Grade Laptop","175,000৳",In Stock,Lenovo,"['MPN: 83AQ0057LK', 'Model: IdeaPad Pro 5 16IRH8', 'Processor: Intel Core i7-13700H (24M Cache, 3.70 GHz up to 5.0 GHz)', 'Ram: 16GB LPDDR5-5200, Storage: 512GB M.2 PCIe Gen4 SSD', 'Graphics: NVIDIA GeForce RTX 3050 6GB GDDR6', 'Features: Backlit Keyboard, Type-C, 120Hz, G-Sync, Privacy Shutter']",Intel,Core i7-13700H,16-Inch,16GB (On-Board),LPDDR5,512GB
"Lenovo Yoga 7 14IRL8 Core i7 13th Gen 14"" WUXGA OLED Military Grade Touch Laptop","170,000৳",In Stock,Lenovo,"['MPN: 82YL009HLK', 'Model: Yoga 7 14IRL8', 'Processor: Intel Core i7-1360P (18MB Cache, 3.7GHz to 5.0GHz)', 'Ram: 16GB LPDDR5-5200, Storage: 512GB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) OLED, Touch, 60Hz', 'Features: Backlit Keyboard, Type-C Charging, Privacy Shutter']",Intel,Core i7-1360P,14-Inch,16GB (On-Board),LPDDR5,512GB
"Lenovo Yoga 7 14IRL8 Core i5 13th Gen 1TB SSD 14"" WUXGA OLED Military Grade Touch Laptop","150,000৳",In Stock,Lenovo,"['MPN: 82YL009QLK', 'Model: Yoga 7 14IRL8', 'Processor: Intel Core i5-1340P (12MB Cache, 3.4GHz to 4.6GHz)', 'Ram: 16GB LPDDR5-5200, Storage: 1TB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) OLED, Touch, 60Hz', 'Features: Backlit Keyboard, Type-C Charging, Privacy Shutter']",Intel,Core i5-1340P,14-Inch,16GB (On-Board),LPDDR5,1TB
"Lenovo Yoga 7 14IRL8 Core i5 13th Gen 14"" WUXGA OLED Military Grade Touch Laptop","150,000৳",In Stock,Lenovo,"['MPN: 82YL009PLK', 'Model: Yoga 7 14IRL8', 'Processor: Intel Core i5-1340P (12MB Cache, 3.4GHz to 4.6GHz)', 'Ram: 16GB LPDDR5-5200, Storage: 1TB M.2 PCIe Gen4 SSD', 'Display: 14"" WUXGA (1920x1200) OLED, Touch, 60Hz', 'Features: Backlit Keyboard, Type-C Charging, Privacy Shutter']",Intel,Core i5-1340P,14-Inch,16GB (On-Board),LPDDR5,1TB
"Lenovo Yoga Pro 7 14IRH8 Core i7 13th Gen 14.5"" 2.5K Military Grade Laptop","175,000৳",In Stock,Lenovo,"['MPN: 82Y700A4LK', 'Model: Yoga Pro 7 14IRH8', 'Processor: Intel Core i7-13700H (24M Cache, 3.7 GHz up to 5.0 GHz)', 'Ram: 16GB LPDDR5-5200, Storage: 512GB M.2 PCIe Gen4 SSD', 'Display: 14.5"" 2.5K (2560x1600) IPS, 90Hz', 'Features: Backlit Keyboard, Type-C Charging, E-Shutter']",Intel,Core i7-13700H,14.5-Inch,16GB (On-Board),LPDDR5,512GB
"Acer Predator Helios Neo 16 PHN16-71 Core i7 13th Gen RTX 4050 6GB Graphics 16"" 165Hz Gaming Laptop","177,900৳",In Stock,Acer,"['Model: Predator Helios Neo 16 PHN16-71', 'Processor: Intel Core i7-13700HX (30MB Cache, 3.6GHz up to 5.0GHz)', 'RAM: 16GB DDR5, Storage: 1TB SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Intel Core i7 13700HX,16 Inch,16GB 4800MHz,DDR5,1TB
"ASUS TUF Gaming A15 FA507RM Ryzen 7 6800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop","162,900৳",In Stock,Asus,"['MPN: FA507RM-HN128W', 'Model: TUF Gaming A15 FA507RM', 'Processor: AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)', 'RAM: 16GB DDR5, Storage: 512GB SSD', 'Graphics: Nvidia RTX 3060 6GB', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 7 6800H,15.6-inch,16GB,DDR5,512GB
"ASUS ROG STRIX G15 G513IM Ryzen 7 4800H 16GB RAM RTX 3060 6GB 15.6"" WQHD Gaming Laptop","169,000৳182,000৳",In Stock,Asus,"['MPN: HQ168W-G513IM', 'Model: ROG STRIX G15 G513IM', 'Processor: AMD Ryzen 7 4800H (8M Cache, 2.9 GHz up to 4.2 GHz)', 'RAM: 16GB DDR4 , Storage: 512GB SSD', 'Graphics: GeForce RTX 3060 6GB GDDR6', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 7 4800H,15.6,16GB,DDR4,512GB
"ASUS ROG Strix G15 G513RM Ryzen 7 6800H RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop","182,900৳",In Stock,Asus,"['MPN: HF134W', 'Model: ROG Strix G15 G513RM', 'Processor: AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)', 'RAM: 16GB DDR5 4800MHz Storage: 512GB SSD', 'Graphics: NVIDIA RTX 3060 6GB GDDR6', 'Features: Backlit keyboard, Type-C']",AMD,Ryzen 7 6800H,15.6-inch,16GB,DDR5,512GB
"Lenovo LOQ 15IRH8 Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 144Hz Gaming Laptop","184,000৳",In Stock,Lenovo,"['MPN: 82XV00L2LK', 'Model: LOQ 15IRH8', 'Processor: Intel Core i7-13620H (24M Cache, 3.6 GHz up to 4.9 GHz)', 'Ram: 16GB DDR5-5200, Storage: 512GB M.2 PCIe 4.0x4 NVMe SSD', 'Graphics: NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz', 'Features: White Backlit, Type-C, E-Shutter, AI Chip, G-SYNC']",Intel,Core i7-13620H,15.6-inch,16GB (2x 8GB),DDR5,512GB
"HP ENVY 15-ep1890TX Core i7 11th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Touch Gaming Laptop","185,000৳",In Stock,HP,"['MPN: 572V1PA', 'Model: ENVY 15-ep1890TX', 'Processor: Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)', 'RAM: 16GB DDR4-3200, Storage: 1TB SSD', 'Graphics: RTX 3050 Ti 4 GB GDDR6', 'Features: Type-C, 200W Power Adapter']",Intel,Core i7-13620H,15.6-inch,16GB (2x 8GB),DDR5,512GB
"Asus ROG Zephyrus G15 GA503RM Ryzen 7 6800HS 16GB RAM RTX 3060 15.6"" WQHD Gaming Laptop","185,000৳",In Stock,Asus,"['MPN: LN058W', 'Model: ROG Zephyrus G15 GA503RM', 'Processor: AMD Ryzen 7 6800HS (3.2GHz Up to 4.7GHz)', 'Ram: 16 GB 4800MHz, Storage: 1TB SSD', 'Graphics: GeForce RTX 3060 6GB GDDR6', 'Features: 240Hz Display, Backlit Keyboard, Type-C']",AMD,Ryzen 7 6800HS,15.6-inch,16GB (8GB Onboard),DDR5,1TB
"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen T500 4GB Graphics Card 14"" FHD Business Laptop","175,000৳185,000৳",In Stock,Lenovo,"['Model: ThinkPad P14s Gen 2', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 16GB RAM, Storage: 512GB SSD', 'Graphics: NVIDIA Quadro T500 4GB GDDR6', 'Features: LED Backlight, Fingerprint, Type-C']",Intel,Core i5-1135G7,14 Inch,"16GB
(8GB soldered + 8GB SO-DIMM)",DDR4,512GB
"Microsoft Surface Laptop Studio Core i5 11th Gen 16GB RAM 14.4"" Touchscreen 2-in-1 Laptop (THR-00001)","160,000৳",In Stock,Microsoft,"['MPN: THR-00001', 'Model: Surface Laptop Studio', 'Processor: Intel Core i5-11300H (8M Cache, 3.10 GHz up to 4.40 GHz)', 'RAM: 16GB LPDDR4x, Storage: 256GB SSD', 'Display: 14.4"" (2400 x 1600) PixelSense Flow Touch Screen', 'Features: Backlit Keyboard, Wi-Fi 6 (802.11ax)']",Intel,Core i5-11300H,14.4 Inch,16GB,LPDDR4x,256GB
"Asus TUF Dash F15 FX517ZM Intel Core i5 12th Gen RTX 3060 6GB Graphics 15.6"" FHD WV Gaming Laptop","186,000৳",In Stock,Asus,"['MPN: FX517ZM-HF212W', 'Model: TUF Dash F15 FX517ZM', 'Processor: Intel Core i5-12450H (12M Cache, 3.30 GHz up to 4.40 GHz)', 'RAM: 16GB DDR5 4800MHz, Storage: 512GB SSD', 'Graphics: GeForce RTX 3060 6GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i5-12450H,15.6 Inch,16GB (2 x 8GB),DDR5,512GB
"MSI Cyborg 15 AI A1VFK Core Ultra 7 RTX 4060 8GB GDDR6 Graphics 15.6"" FHD Gaming Laptop","187,900৳",In Stock,MSI,"['MPN: A1VFK-040BD-TBU7155H16GXXDX11EMH', 'Model: Cyborg 15 AI A1VFK', 'Processor: Intel Core Ultra 7 155H (16 Core, 3.0 GHz up to 4.8 GHz)', 'RAM: 16GB DDR5 5600MHz, Storage: 512GB NVMe PCIe Gen4 SSD', 'Graphics: RTX 4060 8GB GDDR6', 'Features: 4-Zone RGB Gaming Keyboard, 2x 2W Speaker']",Intel,Intel Core Ultra 7 155H,15.6 inch,16GB,DDR5,512GB
"ASUS Zenbook S 13 UX5304VA-NQ142WS Core i7 13th Gen 13.3"" OLED Laptop","189,900৳",In Stock,Asus,"['MPN: 90NB0Z93-M008D0', 'Model: UX5304VA-NQ142WS', 'Processor: Intel Core i7-1355U (1.7 GHz Up to 5.00 GHz)', 'RAM: 16GB LPDDR5, Storage: 1TB SSD', 'Display: 13.3"" 2.8K (2880 x 1800) OLED', 'Features: Backlit Keyboard, Type-C']",Intel,Intel Core i7-1355U,13.3 Inch,16GB,LPDDR5,1TB
"ASUS Zenbook 14 Flip OLED UP3404VA Core i7 13th Gen 14"" OLED 2.8K Touch Laptop","195,000৳",In Stock,Asus,"['MPN: UP3404VA-KN137WS', 'Model: UP3404VA', 'Processor: Intel Core i7-1360P (18M Cache, 2.20 GHz up to 5.00 GHz)', 'RAM: 16GB LPDDR5, Storage: 512GB SSD', 'Display: 14"" 2.8K (2880 x 1800) OLED Touch', 'Features: Backlit Keyboard, Thunderbolt 4']",Intel,Core i7-1360P,14 Inch,16GB (Onboard),LPDDR5,512GB
"Microsoft Surface Laptop 5 Core i7 12th Gen 16GB RAM 512GB SSD 13.5"" QHD Multi-Touch Laptop (RBG-00001)","198,000৳",In Stock,Microsoft,"['MPN: RBG-00001', 'Model: Surface Laptop 5', 'Processor: Intel Core i7-1255U (12M Cache, up to 4.70 GHz)', 'RAM: 16GB LPDDR5X, Storage: 512GB SSD', 'Display: 13.5"" PixelSense Multi-Touch', 'Features: Ambient light sensor, Type-C']",Intel,Core i7 1255U,13.5 Inch,16GB,LPDDR5X,512GB
